Pipeline,Completness,SizeInBins,bin
B→P ,11.04,201 - 400,"3.4	(150)"
B→P ,58.87,<= 200,"3.2	(149)"
B→P ,81.7,201 - 400,"3.2	(149)"
B→P ,64.13,<= 200,"3.6	(149)"
B→P ,62.4,201 - 400,"3.8	(149)"
B→P ,8.23,201 - 400,"3.6	(149)"
B→P ,52.38,<= 200,"3.4	(150)"
B→P ,24.41,201 - 400,"3.6	(149)"
B→P ,31.17,201 - 400,"3.2	(149)"
B→P ,8.02,201 - 400,"4.0	(149)"
B→P ,29.86,201 - 400,"3.8	(149)"
B→P ,27.6,201 - 400,"3.4	(150)"
B→P ,38.73,<= 200,"3.2	(149)"
B→P ,84.47,201 - 400,"3.6	(149)"
B→P ,44.55,201 - 400,"3.4	(150)"
B→P ,18.61,201 - 400,"3.8	(149)"
B→P ,15.72,201 - 400,"3.8	(149)"
B→P ,81.87,601 - 800,"3.6	(149)"
B→P ,59.39,601 - 800,"3.4	(150)"
B→P ,0,201 - 400,"4.0	(149)"
B→P ,71.77,201 - 400,"3.4	(150)"
B→P ,94.59,<= 200,"1.0 - 1.9	(67)"
B→P ,100,<= 200,"2.0 - 3.1	(81)"
B→P ,43.26,201 - 400,"3.6	(149)"
B→P ,21.19,201 - 400,"3.8	(149)"
B→P ,39.11,201 - 400,"3.2	(149)"
B→P ,43.53,201 - 400,"4.0	(149)"
B→P ,99.19,201 - 400,"1.0 - 1.9	(67)"
B→P ,15.91,601 - 800,"3.8	(149)"
B→P ,88.68,401 - 600,"3.2	(149)"
B→P ,35.96,601 - 800,"3.4	(150)"
B→P ,99.45,201 - 400,"1.0 - 1.9	(67)"
B→P ,36.94,<= 200,"3.6	(149)"
B→P ,29,201 - 400,"3.2	(149)"
B→P ,14.92,1501+,"4.0	(149)"
B→P ,62.26,201 - 400,"3.2	(149)"
B→P ,49.65,201 - 400,"4.0	(149)"
B→P ,10.13,1001 - 1500,"3.2	(149)"
B→P ,66.16,401 - 600,"3.2	(149)"
B→P ,94.74,401 - 600,"3.4	(150)"
B→P ,98.85,601 - 800,"1.0 - 1.9	(67)"
B→P ,51.04,<= 200,"3.6	(149)"
B→P ,8.4,601 - 800,"4.0	(149)"
B→P ,96.65,201 - 400,"2.0 - 3.1	(81)"
B→P ,96.04,201 - 400,"1.0 - 1.9	(67)"
B→P ,49.61,201 - 400,"3.6	(149)"
B→P ,57.86,401 - 600,"4.0	(149)"
B→P ,65.2,1501+,"3.8	(149)"
B→P ,61.08,601 - 800,"3.2	(149)"
B→P ,63.91,201 - 400,"4.0	(149)"
B→P ,96.85,201 - 400,"2.0 - 3.1	(81)"
B→P ,47.15,401 - 600,"3.8	(149)"
B→P ,22.95,201 - 400,"3.2	(149)"
B→P ,4.39,<= 200,"4.0	(149)"
B→P ,61.24,201 - 400,"3.4	(150)"
B→P ,28.23,201 - 400,"3.4	(150)"
B→P ,100,<= 200,"1.0 - 1.9	(67)"
B→P ,77.54,201 - 400,"2.0 - 3.1	(81)"
B→P ,73.62,201 - 400,"3.4	(150)"
B→P ,3.64,201 - 400,"4.0	(149)"
B→P ,11.17,<= 200,"4.0	(149)"
B→P ,31.25,601 - 800,"3.6	(149)"
B→P ,42.87,801 - 1000,"3.6	(149)"
B→P ,10.84,1001 - 1500,"4.0	(149)"
B→P ,37.41,801 - 1000,"3.4	(150)"
B→P ,16.51,<= 200,"3.6	(149)"
B→P ,3.51,201 - 400,"4.0	(149)"
B→P ,52.35,<= 200,"3.2	(149)"
B→P ,52.76,1001 - 1500,"3.4	(150)"
B→P ,64.31,201 - 400,"3.2	(149)"
B→P ,53.87,201 - 400,"3.2	(149)"
B→P ,78.14,<= 200,"3.2	(149)"
B→P ,30.18,401 - 600,"4.0	(149)"
B→P ,72.35,201 - 400,"2.0 - 3.1	(81)"
B→P ,84.41,201 - 400,"3.6	(149)"
B→P ,89.96,401 - 600,"2.0 - 3.1	(81)"
B→P ,26.84,401 - 600,"4.0	(149)"
B→P ,9.62,801 - 1000,"4.0	(149)"
B→P ,25.09,1001 - 1500,"3.6	(149)"
B→P ,25,<= 200,"4.0	(149)"
B→P ,27.27,<= 200,"4.0	(149)"
B→P ,46.43,<= 200,"4.0	(149)"
B→P ,23.36,201 - 400,"3.6	(149)"
B→P ,14.75,201 - 400,"3.8	(149)"
B→P ,20.76,801 - 1000,"4.0	(149)"
B→P ,64.83,201 - 400,"3.2	(149)"
B→P ,74.4,401 - 600,"3.6	(149)"
B→P ,35.78,<= 200,"3.8	(149)"
B→P ,11.17,201 - 400,"3.8	(149)"
B→P ,15.33,<= 200,"4.0	(149)"
B→P ,53.33,<= 200,"3.6	(149)"
B→P ,13.5,401 - 600,"4.0	(149)"
B→P ,7.44,601 - 800,"4.0	(149)"
B→P ,4.43,201 - 400,"4.0	(149)"
B→P ,98.09,<= 200,"2.0 - 3.1	(81)"
B→P ,99.24,401 - 600,"2.0 - 3.1	(81)"
B→P ,29.12,401 - 600,"3.2	(149)"
B→P ,38.74,201 - 400,"3.4	(150)"
B→P ,11,401 - 600,"4.0	(149)"
B→P ,100,201 - 400,"1.0 - 1.9	(67)"
B→P ,16.28,401 - 600,"3.6	(149)"
B→P ,24.39,1001 - 1500,"3.8	(149)"
B→P ,63.27,<= 200,"3.4	(150)"
B→P ,67.97,<= 200,"3.4	(150)"
B→P ,23.19,201 - 400,"4.0	(149)"
B→P ,84.7,<= 200,"3.6	(149)"
B→P ,54.92,<= 200,"3.8	(149)"
B→P ,94.33,201 - 400,"1.0 - 1.9	(67)"
B→P ,81.72,201 - 400,"3.8	(149)"
B→P ,91.48,201 - 400,"2.0 - 3.1	(81)"
B→P ,80.67,1501+,"3.4	(150)"
B→P ,65.77,401 - 600,"1.0 - 1.9	(67)"
B→P ,37.79,801 - 1000,"3.6	(149)"
B→P ,22.61,<= 200,"4.0	(149)"
B→P ,70.92,201 - 400,"3.4	(150)"
B→P ,5.64,401 - 600,"4.0	(149)"
B→P ,78.79,201 - 400,"3.6	(149)"
B→P ,59.52,201 - 400,"3.8	(149)"
B→P ,71.28,201 - 400,"3.6	(149)"
B→P ,70.93,201 - 400,"3.4	(150)"
B→P ,79.86,201 - 400,"3.2	(149)"
B→P ,55.99,601 - 800,"3.4	(150)"
B→P ,83.83,401 - 600,"3.2	(149)"
B→P ,29.96,201 - 400,"3.4	(150)"
B→P ,80.41,601 - 800,"3.6	(149)"
B→P ,80.44,201 - 400,"3.2	(149)"
B→P ,49.83,201 - 400,"3.8	(149)"
B→P ,0.66,201 - 400,"3.2	(149)"
B→P ,23.98,201 - 400,"3.6	(149)"
B→P ,21.97,401 - 600,"3.2	(149)"
B→P ,48.23,<= 200,"3.6	(149)"
B→P ,4.1,201 - 400,"3.6	(149)"
B→P ,56.69,<= 200,"3.6	(149)"
B→P ,12.22,201 - 400,"4.0	(149)"
B→P ,45.87,<= 200,"3.4	(150)"
B→P ,54.15,401 - 600,"3.2	(149)"
B→P ,18.82,601 - 800,"3.6	(149)"
B→P ,54.38,201 - 400,"3.6	(149)"
B→P ,36.9,201 - 400,"3.8	(149)"
B→P ,23.11,601 - 800,"4.0	(149)"
B→P ,27.25,401 - 600,"4.0	(149)"
B→P ,21.19,201 - 400,"3.6	(149)"
B→P ,1.94,1001 - 1500,"3.8	(149)"
B→P ,92.56,201 - 400,"3.2	(149)"
B→P ,9.64,1001 - 1500,"4.0	(149)"
B→P ,25.4,601 - 800,"3.6	(149)"
B→P ,5.19,201 - 400,"3.8	(149)"
B→P ,11.84,401 - 600,"3.6	(149)"
B→P ,44.22,601 - 800,"3.4	(150)"
B→P ,88.54,<= 200,"3.2	(149)"
B→P ,14,1001 - 1500,"3.8	(149)"
B→P ,96.83,<= 200,"3.2	(149)"
B→P ,97.32,<= 200,"2.0 - 3.1	(81)"
B→P ,75.03,801 - 1000,"3.4	(150)"
B→P ,88.32,201 - 400,"3.2	(149)"
B→P ,96.17,<= 200,"2.0 - 3.1	(81)"
B→P ,58.33,<= 200,"3.8	(149)"
B→P ,22.27,201 - 400,"3.6	(149)"
B→P ,18.02,201 - 400,"4.0	(149)"
B→P ,67.87,201 - 400,"2.0 - 3.1	(81)"
B→P ,49.45,601 - 800,"3.8	(149)"
B→P ,71.94,<= 200,"3.2	(149)"
B→P ,10.53,201 - 400,"4.0	(149)"
B→P ,99.13,<= 200,"2.0 - 3.1	(81)"
B→P ,89.41,601 - 800,"3.2	(149)"
B→P ,76.5,<= 200,"3.8	(149)"
B→P ,90.5,201 - 400,"3.2	(149)"
B→P ,49.34,801 - 1000,"3.8	(149)"
B→P ,69.37,401 - 600,"3.8	(149)"
B→P ,32.08,201 - 400,"3.8	(149)"
B→P ,85.59,401 - 600,"3.6	(149)"
B→P ,97.96,801 - 1000,"2.0 - 3.1	(81)"
B→P ,28.8,<= 200,"4.0	(149)"
B→P ,7.21,<= 200,"3.8	(149)"
B→P ,0.82,201 - 400,"3.8	(149)"
B→P ,37.4,201 - 400,"3.2	(149)"
B→P ,54.52,201 - 400,"3.6	(149)"
B→P ,21.43,<= 200,"4.0	(149)"
B→P ,54.41,201 - 400,"3.8	(149)"
B→P ,83.2,<= 200,"4.0	(149)"
B→P ,31.19,201 - 400,"3.6	(149)"
B→P ,63.85,201 - 400,"3.8	(149)"
B→P ,24.24,401 - 600,"3.8	(149)"
B→P ,96.65,1001 - 1500,"2.0 - 3.1	(81)"
B→P ,3.57,201 - 400,"4.0	(149)"
B→P ,79.39,601 - 800,"3.4	(150)"
B→P ,42.45,<= 200,"3.6	(149)"
B→P ,8.73,<= 200,"3.6	(149)"
B→P ,53.39,201 - 400,"3.4	(150)"
B→P ,30.57,201 - 400,"3.2	(149)"
B→P ,100,<= 200,"1.0 - 1.9	(67)"
B→P ,40.88,201 - 400,"3.4	(150)"
B→P ,5.51,401 - 600,"4.0	(149)"
B→P ,47.06,201 - 400,"3.6	(149)"
B→P ,51.18,201 - 400,"3.8	(149)"
B→P ,58.87,401 - 600,"3.8	(149)"
B→P ,42.77,<= 200,"3.6	(149)"
B→P ,51.91,<= 200,"3.6	(149)"
B→P ,99.25,401 - 600,"1.0 - 1.9	(67)"
B→P ,77.93,<= 200,"3.8	(149)"
B→P ,56.62,201 - 400,"3.6	(149)"
B→P ,52.93,801 - 1000,"3.4	(150)"
B→P ,40,<= 200,"3.4	(150)"
B→P ,50.69,201 - 400,"3.6	(149)"
B→P ,65.48,201 - 400,"4.0	(149)"
B→P ,52.92,1001 - 1500,"3.8	(149)"
B→P ,98.06,201 - 400,"1.0 - 1.9	(67)"
B→P ,99.33,201 - 400,"2.0 - 3.1	(81)"
B→P ,21.48,201 - 400,"3.2	(149)"
B→P ,64.11,201 - 400,"2.0 - 3.1	(81)"
B→P ,98.4,<= 200,"3.2	(149)"
B→P ,71.49,401 - 600,"3.6	(149)"
B→P ,47.91,401 - 600,"3.4	(150)"
B→P ,79.46,801 - 1000,"3.2	(149)"
B→P ,100,<= 200,"2.0 - 3.1	(81)"
B→P ,97.02,801 - 1000,"2.0 - 3.1	(81)"
B→P ,86.44,401 - 600,"3.4	(150)"
B→P ,70.61,1501+,"3.6	(149)"
B→P ,63.61,601 - 800,"3.8	(149)"
B→P ,0,201 - 400,"3.8	(149)"
B→P ,6.71,401 - 600,"4.0	(149)"
B→P ,73.63,<= 200,"3.6	(149)"
B→P ,90.6,<= 200,"2.0 - 3.1	(81)"
B→P ,25.65,201 - 400,"4.0	(149)"
B→P ,19.91,201 - 400,"3.4	(150)"
B→P ,99.12,401 - 600,"1.0 - 1.9	(67)"
B→P ,84.16,1001 - 1500,"3.4	(150)"
B→P ,53.16,401 - 600,"3.4	(150)"
B→P ,91.82,401 - 600,"3.2	(149)"
B→P ,83.51,401 - 600,"3.4	(150)"
B→P ,4.55,201 - 400,"3.8	(149)"
B→P ,28.78,<= 200,"3.8	(149)"
B→P ,89.93,<= 200,"3.6	(149)"
B→P ,10.08,601 - 800,"4.0	(149)"
B→P ,80.16,601 - 800,"3.2	(149)"
B→P ,50.34,201 - 400,"3.6	(149)"
B→P ,9.6,<= 200,"3.8	(149)"
B→P ,23.03,401 - 600,"4.0	(149)"
B→P ,98.45,201 - 400,"2.0 - 3.1	(81)"
B→P ,43.17,201 - 400,"3.8	(149)"
B→P ,84.57,<= 200,"3.6	(149)"
B→P ,80.42,601 - 800,"2.0 - 3.1	(81)"
B→P ,80.87,201 - 400,"3.4	(150)"
B→P ,58.73,601 - 800,"3.2	(149)"
B→P ,74.42,401 - 600,"3.2	(149)"
B→P ,29.08,<= 200,"4.0	(149)"
B→P ,57.66,<= 200,"3.6	(149)"
B→P ,56.77,<= 200,"3.8	(149)"
B→P ,9.3,601 - 800,"4.0	(149)"
B→P ,22.41,401 - 600,"4.0	(149)"
B→P ,34.81,601 - 800,"3.8	(149)"
B→P ,91.09,201 - 400,"2.0 - 3.1	(81)"
B→P ,19.77,401 - 600,"3.8	(149)"
B→P ,57.27,601 - 800,"4.0	(149)"
B→P ,47.52,201 - 400,"4.0	(149)"
B→P ,37.64,401 - 600,"3.8	(149)"
B→P ,53.88,201 - 400,"3.6	(149)"
B→P ,98.19,201 - 400,"1.0 - 1.9	(67)"
B→P ,66.38,201 - 400,"3.2	(149)"
B→P ,80.52,401 - 600,"3.8	(149)"
B→P ,46.45,201 - 400,"3.8	(149)"
B→P ,40.34,601 - 800,"3.8	(149)"
B→P ,82.23,201 - 400,"3.6	(149)"
B→P ,27.13,201 - 400,"3.6	(149)"
B→P ,57.85,201 - 400,"3.6	(149)"
B→P ,95.12,<= 200,"2.0 - 3.1	(81)"
B→P ,49.83,201 - 400,"3.4	(150)"
B→P ,2.03,201 - 400,"4.0	(149)"
B→P ,27.69,201 - 400,"3.8	(149)"
B→P ,28.26,1001 - 1500,"4.0	(149)"
B→P ,97.36,201 - 400,"1.0 - 1.9	(67)"
B→P ,89.08,201 - 400,"3.4	(150)"
B→P ,22.61,<= 200,"3.8	(149)"
B→P ,47.67,<= 200,"4.0	(149)"
B→P ,37.27,201 - 400,"3.4	(150)"
B→P ,30.12,<= 200,"4.0	(149)"
B→P ,52.27,401 - 600,"3.8	(149)"
B→P ,57.41,401 - 600,"3.4	(150)"
B→P ,70.08,601 - 800,"3.6	(149)"
B→P ,95.73,601 - 800,"2.0 - 3.1	(81)"
B→P ,39.9,201 - 400,"3.4	(150)"
B→P ,25.27,401 - 600,"3.2	(149)"
B→P ,42.23,601 - 800,"3.8	(149)"
B→P ,61.33,<= 200,"3.4	(150)"
B→P ,7.43,201 - 400,"3.6	(149)"
B→P ,10.5,201 - 400,"4.0	(149)"
B→P ,79.03,201 - 400,"3.8	(149)"
B→P ,77.02,1001 - 1500,"3.4	(150)"
B→P ,93.42,401 - 600,"3.2	(149)"
B→P ,92.56,201 - 400,"3.2	(149)"
B→P ,97.75,201 - 400,"3.4	(150)"
B→P ,86.72,201 - 400,"3.4	(150)"
B→P ,77.62,1001 - 1500,"3.2	(149)"
B→P ,44.64,<= 200,"3.8	(149)"
B→P ,40.67,201 - 400,"3.8	(149)"
B→P ,55.65,201 - 400,"3.2	(149)"
B→P ,8.95,1001 - 1500,"3.4	(150)"
B→P ,33.64,801 - 1000,"3.2	(149)"
B→P ,3.51,201 - 400,"3.6	(149)"
B→P ,25.44,401 - 600,"4.0	(149)"
B→P ,2.7,<= 200,"4.0	(149)"
B→P ,37.62,401 - 600,"4.0	(149)"
B→P ,83.56,401 - 600,"3.4	(150)"
B→P ,39.38,201 - 400,"4.0	(149)"
B→P ,61.15,<= 200,"3.4	(150)"
B→P ,64.11,201 - 400,"3.2	(149)"
B→P ,29.69,<= 200,"3.8	(149)"
B→P ,68.51,201 - 400,"3.2	(149)"
B→P ,76.52,<= 200,"3.8	(149)"
B→P ,26.19,<= 200,"4.0	(149)"
B→P ,14.84,201 - 400,"4.0	(149)"
B→P ,59.51,401 - 600,"3.2	(149)"
B→P ,100,201 - 400,"1.0 - 1.9	(67)"
B→P ,97.33,201 - 400,"1.0 - 1.9	(67)"
B→P ,65.31,201 - 400,"3.6	(149)"
B→P ,19.26,201 - 400,"4.0	(149)"
B→P ,35.89,201 - 400,"3.6	(149)"
B→P ,81.7,201 - 400,"3.2	(149)"
B→P ,20.75,401 - 600,"3.8	(149)"
B→P ,95.89,201 - 400,"3.4	(150)"
B→P ,36.44,401 - 600,"3.6	(149)"
B→P ,47.45,<= 200,"3.8	(149)"
B→P ,30.24,201 - 400,"3.8	(149)"
B→P ,97.1,201 - 400,"3.2	(149)"
B→P ,20.14,401 - 600,"3.8	(149)"
B→P ,34.32,201 - 400,"4.0	(149)"
B→P ,74.46,<= 200,"3.6	(149)"
B→P ,94.1,201 - 400,"1.0 - 1.9	(67)"
B→P ,64.18,201 - 400,"3.6	(149)"
B→P ,1.12,401 - 600,"3.8	(149)"
B→P ,58.15,201 - 400,"3.4	(150)"
B→P ,42.82,201 - 400,"3.8	(149)"
B→P ,41.58,201 - 400,"3.4	(150)"
B→P ,84.41,1001 - 1500,"3.2	(149)"
B→P ,93.66,801 - 1000,"2.0 - 3.1	(81)"
B→P ,19.02,201 - 400,"4.0	(149)"
B→P ,90.64,201 - 400,"2.0 - 3.1	(81)"
B→P ,64.41,201 - 400,"3.6	(149)"
B→P ,51.56,201 - 400,"3.8	(149)"
B→P ,97.38,1001 - 1500,"2.0 - 3.1	(81)"
B→P ,56.25,1501+,"3.4	(150)"
B→P ,1.49,401 - 600,"3.4	(150)"
B→P ,65.52,<= 200,"4.0	(149)"
B→P ,5.67,201 - 400,"4.0	(149)"
B→P ,65.37,201 - 400,"3.8	(149)"
B→P ,90.77,201 - 400,"3.6	(149)"
B→P ,27.75,<= 200,"3.6	(149)"
B→P ,87.21,201 - 400,"3.2	(149)"
B→P ,16.92,401 - 600,"3.4	(150)"
B→P ,93.55,401 - 600,"3.2	(149)"
B→P ,92.98,201 - 400,"2.0 - 3.1	(81)"
B→P ,53.69,<= 200,"3.8	(149)"
B→P ,96.97,<= 200,"3.2	(149)"
B→P ,98.15,201 - 400,"1.0 - 1.9	(67)"
B→P ,72.5,<= 200,"3.6	(149)"
B→P ,20,201 - 400,"3.6	(149)"
B→P ,57.88,201 - 400,"3.8	(149)"
B→P ,88.1,201 - 400,"2.0 - 3.1	(81)"
B→P ,17.12,601 - 800,"4.0	(149)"
B→P ,5.2,<= 200,"3.8	(149)"
B→P ,51.35,<= 200,"3.2	(149)"
B→P ,78.33,201 - 400,"3.2	(149)"
B→P ,14,<= 200,"4.0	(149)"
B→P ,99.2,<= 200,"2.0 - 3.1	(81)"
B→P ,22.76,401 - 600,"4.0	(149)"
B→P ,32.37,401 - 600,"3.6	(149)"
B→P ,20.97,201 - 400,"4.0	(149)"
B→P ,49.26,401 - 600,"3.8	(149)"
B→P ,89.07,<= 200,"3.4	(150)"
B→P ,0.56,401 - 600,"4.0	(149)"
B→P ,1.39,201 - 400,"3.6	(149)"
B→P ,57.92,<= 200,"3.8	(149)"
B→P ,88.11,601 - 800,"3.2	(149)"
B→P ,98.96,201 - 400,"1.0 - 1.9	(67)"
B→P ,33.33,201 - 400,"4.0	(149)"
B→P ,11.52,801 - 1000,"4.0	(149)"
B→P ,40.65,1001 - 1500,"3.6	(149)"
B→P ,84.09,<= 200,"3.4	(150)"
B→P ,3.95,<= 200,"3.4	(150)"
B→P ,30.06,401 - 600,"4.0	(149)"
B→P ,98.99,201 - 400,"2.0 - 3.1	(81)"
B→P ,56.89,601 - 800,"3.6	(149)"
B→P ,96.44,1001 - 1500,"2.0 - 3.1	(81)"
B→P ,73.36,201 - 400,"3.2	(149)"
B→P ,92.58,201 - 400,"3.4	(150)"
B→P ,52.38,<= 200,"4.0	(149)"
B→P ,68.82,401 - 600,"3.8	(149)"
B→P ,85.89,401 - 600,"3.4	(150)"
B→P ,74.6,401 - 600,"3.6	(149)"
B→P ,91.98,601 - 800,"3.2	(149)"
B→P ,2.73,201 - 400,"3.8	(149)"
B→P ,83.2,201 - 400,"3.6	(149)"
B→P ,80.95,401 - 600,"3.6	(149)"
B→P ,72.22,<= 200,"3.4	(150)"
B→P ,47.83,201 - 400,"3.8	(149)"
B→P ,40.18,201 - 400,"3.4	(150)"
B→P ,84.65,1501+,"3.2	(149)"
B→P ,31.85,201 - 400,"3.4	(150)"
B→P ,61.54,401 - 600,"3.8	(149)"
B→P ,84.68,201 - 400,"3.2	(149)"
B→P ,42.8,201 - 400,"3.2	(149)"
B→P ,98.4,<= 200,"2.0 - 3.1	(81)"
B→P ,40.44,601 - 800,"3.6	(149)"
B→P ,38.83,201 - 400,"4.0	(149)"
B→P ,95.95,401 - 600,"3.2	(149)"
B→P ,3.69,201 - 400,"4.0	(149)"
B→P ,3.47,201 - 400,"4.0	(149)"
B→P ,48.29,201 - 400,"3.6	(149)"
B→P ,9.26,201 - 400,"3.8	(149)"
B→P ,3.46,201 - 400,"4.0	(149)"
B→P ,59.46,1001 - 1500,"3.4	(150)"
B→P ,58.26,<= 200,"3.2	(149)"
B→P ,88.1,<= 200,"3.8	(149)"
B→P ,29.09,201 - 400,"3.4	(150)"
B→P ,18.8,1001 - 1500,"3.8	(149)"
B→P ,26.09,<= 200,"3.6	(149)"
B→P ,85.39,201 - 400,"3.2	(149)"
B→P ,3.7,201 - 400,"4.0	(149)"
B→P ,63.85,401 - 600,"3.6	(149)"
B→P ,94.81,401 - 600,"3.4	(150)"
B→P ,65.85,1001 - 1500,"3.6	(149)"
B→P ,35.69,201 - 400,"3.4	(150)"
B→P ,42.28,<= 200,"4.0	(149)"
B→P ,58.81,401 - 600,"3.4	(150)"
B→P ,59.17,<= 200,"3.2	(149)"
B→P ,56.59,201 - 400,"3.6	(149)"
B→P ,85.6,<= 200,"3.8	(149)"
B→P ,6.14,201 - 400,"3.4	(150)"
B→P ,17.97,201 - 400,"3.8	(149)"
B→P ,85.86,201 - 400,"3.4	(150)"
B→P ,89.81,<= 200,"1.0 - 1.9	(67)"
B→P ,10.91,401 - 600,"4.0	(149)"
B→P ,42.86,201 - 400,"3.6	(149)"
B→P ,71.88,<= 200,"3.2	(149)"
B→P ,26.55,<= 200,"3.6	(149)"
B→P ,30.85,<= 200,"3.8	(149)"
B→P ,75.07,201 - 400,"3.4	(150)"
B→P ,98.55,201 - 400,"1.0 - 1.9	(67)"
B→P ,75.11,201 - 400,"3.2	(149)"
B→P ,33.07,201 - 400,"4.0	(149)"
B→P ,97.34,401 - 600,"2.0 - 3.1	(81)"
B→P ,15.37,801 - 1000,"4.0	(149)"
B→P ,63.96,201 - 400,"4.0	(149)"
B→P ,94.06,201 - 400,"3.2	(149)"
B→P ,65.14,401 - 600,"3.8	(149)"
B→P ,9.21,401 - 600,"3.8	(149)"
B→P ,2.3,401 - 600,"4.0	(149)"
B→P ,14.48,1001 - 1500,"4.0	(149)"
B→P ,68.08,201 - 400,"2.0 - 3.1	(81)"
B→P ,0.33,201 - 400,"3.4	(150)"
B→P ,24.82,201 - 400,"3.6	(149)"
B→P ,88,801 - 1000,"3.2	(149)"
B→P ,59.95,401 - 600,"3.4	(150)"
B→P ,19.54,401 - 600,"3.4	(150)"
B→P ,99.74,201 - 400,"1.0 - 1.9	(67)"
B→P ,98.68,401 - 600,"1.0 - 1.9	(67)"
B→P ,44.35,201 - 400,"3.6	(149)"
B→P ,59.9,<= 200,"3.2	(149)"
B→P ,91.95,<= 200,"3.4	(150)"
B→P ,97.4,<= 200,"2.0 - 3.1	(81)"
B→P ,58.5,<= 200,"3.6	(149)"
B→P ,7.38,201 - 400,"4.0	(149)"
B→P ,97.42,801 - 1000,"2.0 - 3.1	(81)"
B→P ,92.86,<= 200,"3.4	(150)"
B→P ,20.37,601 - 800,"3.8	(149)"
B→P ,36.89,201 - 400,"3.8	(149)"
B→P ,99.32,201 - 400,"1.0 - 1.9	(67)"
B→P ,98.4,<= 200,"3.4	(150)"
B→P ,85.61,<= 200,"2.0 - 3.1	(81)"
B→P ,45.63,201 - 400,"3.8	(149)"
B→P ,46.59,601 - 800,"3.6	(149)"
B→P ,98.44,601 - 800,"2.0 - 3.1	(81)"
B→P ,46.44,801 - 1000,"3.4	(150)"
B→P ,91.33,<= 200,"2.0 - 3.1	(81)"
B→P ,35.85,201 - 400,"3.4	(150)"
B→P ,57.84,601 - 800,"3.6	(149)"
B→P ,93.95,401 - 600,"2.0 - 3.1	(81)"
B→P ,84.58,401 - 600,"3.2	(149)"
B→P ,19.03,601 - 800,"4.0	(149)"
B→P ,14.46,201 - 400,"4.0	(149)"
B→P ,11.85,201 - 400,"4.0	(149)"
B→P ,79.18,201 - 400,"3.2	(149)"
B→P ,85.18,601 - 800,"3.2	(149)"
B→P ,91.78,201 - 400,"4.0	(149)"
B→P ,95.63,1001 - 1500,"2.0 - 3.1	(81)"
B→P ,98.21,<= 200,"1.0 - 1.9	(67)"
B→P ,50.83,601 - 800,"3.4	(150)"
B→P ,22.73,1001 - 1500,"3.4	(150)"
B→P ,74.1,601 - 800,"3.8	(149)"
B→P ,34.45,1001 - 1500,"3.2	(149)"
B→P ,26.84,201 - 400,"3.8	(149)"
B→P ,90.12,<= 200,"3.2	(149)"
B→P ,60.14,201 - 400,"3.2	(149)"
B→P ,61.38,<= 200,"3.4	(150)"
B→P ,53.9,401 - 600,"3.8	(149)"
B→P ,99.13,401 - 600,"3.2	(149)"
B→P ,92.66,<= 200,"1.0 - 1.9	(67)"
B→P ,74.6,201 - 400,"3.2	(149)"
B→P ,53.11,201 - 400,"4.0	(149)"
B→P ,40.15,201 - 400,"3.6	(149)"
B→P ,29.96,401 - 600,"4.0	(149)"
B→P ,82.32,401 - 600,"3.6	(149)"
B→P ,99.46,201 - 400,"1.0 - 1.9	(67)"
B→P ,19.96,401 - 600,"3.6	(149)"
B→P ,79.79,801 - 1000,"4.0	(149)"
B→P ,25.42,<= 200,"4.0	(149)"
B→P ,24.87,801 - 1000,"3.6	(149)"
B→P ,80.85,<= 200,"2.0 - 3.1	(81)"
B→P ,33.01,201 - 400,"3.6	(149)"
B→P ,55.31,1001 - 1500,"3.2	(149)"
B→P ,70.73,<= 200,"4.0	(149)"
B→P ,75.8,<= 200,"3.4	(150)"
B→P ,96.17,201 - 400,"3.2	(149)"
B→P ,82.58,<= 200,"3.6	(149)"
B→P ,17.15,601 - 800,"3.8	(149)"
B→P ,7.69,201 - 400,"4.0	(149)"
B→P ,96.6,<= 200,"1.0 - 1.9	(67)"
B→P ,42.78,1001 - 1500,"3.8	(149)"
B→P ,91.43,401 - 600,"1.0 - 1.9	(67)"
B→P ,82.85,401 - 600,"3.2	(149)"
B→P ,77.37,201 - 400,"3.4	(150)"
B→P ,37.5,201 - 400,"4.0	(149)"
B→P ,85.14,201 - 400,"3.4	(150)"
B→P ,98.62,<= 200,"2.0 - 3.1	(81)"
B→P ,86.96,201 - 400,"3.4	(150)"
B→P ,50,1001 - 1500,"3.4	(150)"
B→P ,90.16,<= 200,"3.2	(149)"
B→P ,62.32,401 - 600,"3.2	(149)"
B→P ,88.05,201 - 400,"3.6	(149)"
B→P ,61.81,201 - 400,"3.2	(149)"
B→P ,12.89,201 - 400,"4.0	(149)"
B→P ,74.11,<= 200,"3.4	(150)"
B→P ,19,201 - 400,"3.8	(149)"
B→P ,17.7,201 - 400,"3.6	(149)"
B→P ,1.86,201 - 400,"3.8	(149)"
B→P ,78.5,201 - 400,"3.6	(149)"
B→P ,98.74,201 - 400,"2.0 - 3.1	(81)"
B→P ,35.08,1001 - 1500,"4.0	(149)"
B→P ,62.18,<= 200,"3.4	(150)"
B→P ,96.74,<= 200,"1.0 - 1.9	(67)"
B→P ,25.52,201 - 400,"3.8	(149)"
B→P ,90.09,601 - 800,"3.4	(150)"
B→P ,62.05,<= 200,"3.4	(150)"
B→P ,25,401 - 600,"4.0	(149)"
