Difference,Pipeline,Evaluation_measure,predictive_model,dataset
5,Phenix AutoBuild→ARP/wARP,R-work,JCSG,JCSG data sets
1,Phenix AutoBuild→ARP/wARP,R-work,JCSG median,JCSG data sets
0,Phenix AutoBuild→ARP/wARP,R-work,JCSG,JCSG data sets
1,Phenix AutoBuild→ARP/wARP,R-work,JCSG median,JCSG data sets
0,Phenix AutoBuild→ARP/wARP,R-work,JCSG,JCSG data sets
0,Phenix AutoBuild→ARP/wARP,R-work,JCSG median,JCSG data sets
3,Phenix AutoBuild→ARP/wARP,R-work,JCSG,JCSG data sets
0,Phenix AutoBuild→ARP/wARP,R-work,JCSG median,JCSG data sets
2,Phenix AutoBuild→ARP/wARP,R-work,JCSG,JCSG data sets
-4,Phenix AutoBuild→ARP/wARP,R-work,JCSG median,JCSG data sets
-1,Phenix AutoBuild→ARP/wARP,R-work,JCSG,JCSG data sets
1,Phenix AutoBuild→ARP/wARP,R-work,JCSG median,JCSG data sets
1,Phenix AutoBuild→ARP/wARP,R-work,JCSG,JCSG data sets
8.895,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
12.39,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
33.575,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
14.53,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-26.555,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-28.09,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-62.515,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-38.77,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
34.535,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
2.29,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
18.425,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
24.48,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-61.695,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-22.58,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
35.415,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
24.5,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
13.675,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
33.54,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-4.415,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
25.2,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
34.075,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
22.69,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
3.365,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
19.49,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-27.455,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-9.62,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-11.225,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-14.18,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
37.485,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
4.85,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
26.995,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
0.82,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-10.095,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-16.39,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
18.045,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
22.72,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-26.285,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-12.65,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-13.795,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
0.63,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-26.525,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
11.11,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
37.085,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
8.51,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-59.905,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-13.46,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
25.285,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
7.46,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-24.305,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-23.67,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-25.845,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-14.78,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
8.055,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-23.23,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
4.425,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
13.96,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-53.365,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-47.35,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-21.925,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-28.89,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-46.555,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-22.76,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
37.485,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
2.28,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
6.135,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-11.05,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
27.645,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-1.14,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-46.355,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-7.15,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
26.725,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
7.5,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-17.605,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
9.28,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-16.275,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
13.13,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
25.165,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
34.39,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-8.055,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
22.95,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-55.255,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-35.12,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-21.635,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-30.01,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
6.825,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-13.49,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
16.755,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
21.49,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-53.605,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-2.18,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-18.935,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-12.64,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
24.155,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
20.48,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-4.785,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-17.79,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-15.125,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-2.1,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-47.845,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-30.18,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-34.765,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
1.86,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-25.125,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
3.38,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
11.655,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
29.94,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
32.045,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
45.85,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
0.845,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-10.52,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
35.095,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
14.92,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-15.365,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-14.86,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-2.675,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
12.95,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-0.375,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
47.17,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-17.595,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
14.92,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
33.165,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
12.21,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-6.365,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
13.2,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
21.195,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
25.95,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-15.955,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
19.51,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-1.995,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
34.65,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
12.255,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
9.63,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
20.935,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
26.27,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-2.415,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
32.87,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-8.705,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
4.2,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
24.105,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
19.26,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-58.075,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-11.83,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-32.195,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-22.16,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-2.635,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
23.35,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
31.325,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-4.67,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-30.085,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-2.23,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
15.185,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
8.25,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-32.035,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-11.8,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
4.445,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
1.16,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
35.695,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
6.19,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-47.575,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-18.62,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-17.755,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
10.06,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
23.355,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
11.41,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-20.155,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
17.56,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-43.465,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-3.64,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
31.635,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
42.92,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-43.765,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-17.03,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
31.385,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-4.3,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
2.445,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
13.24,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-60.275,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-27.37,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
32.775,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
38.39,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-62.195,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-18.02,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-11.195,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
1.66,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
32.565,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
0.03,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-57.765,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-40.9,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-4.395,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-16.99,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
6.655,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
3.35,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-10.325,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
2.16,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-39.465,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-39.97,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
6.095,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
11.99,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-38.445,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-44.21,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-43.355,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-22.01,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
4.155,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
18.52,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
31.085,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
32.09,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-35.095,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
10.18,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
36.745,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
7.86,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
24.495,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
23.12,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-19.055,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
10.86,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
15.935,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
9.56,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
10.555,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-9.72,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-42.305,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
0.9,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
2.485,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
44.52,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
26.655,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-6.77,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
26.635,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
11.7,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-55.615,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-11.3,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
22.955,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-10.35,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
10.315,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-0.88,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-28.995,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-0.88,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
4.045,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-13.74,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-9.245,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-27.34,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
9.825,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-6.88,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-54.435,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-33.49,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
32.505,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
0.75,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
23.465,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
34.3,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
21.425,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
44.39,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
18.115,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
24.53,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-44.475,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-30.05,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-62.515,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-14.87,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
31.085,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
14.05,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
36.305,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
3.86,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
17.245,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
21.9,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
30.055,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
20.55,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
2.345,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
45.68,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
7.895,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
4.16,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
22.505,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-1.67,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
33.915,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
72.05,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
1.475,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
10.68,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-16.225,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-5.43,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-60.045,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-23.48,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
2.205,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-11.1,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
3.765,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-13.19,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
17.385,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
2.78,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-61.125,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-26.78,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
37.125,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
16.14,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
37.265,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
4.79,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-50.945,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-39.53,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-18.495,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-21.65,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-61.835,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-70.82,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-56.025,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-52.08,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
23.075,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
55.6,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-50.045,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-12.35,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-8.815,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-13.83,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-46.105,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-36.01,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
31.205,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
18.34,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-59.005,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-79.62,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-50.065,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-35.78,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
36.135,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
2.91,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-36.305,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-23.81,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-35.825,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
7.79,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-62.515,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-73.74,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-19.115,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-16.54,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
35.665,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-0.25,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
19.075,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
2.03,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
-13.805,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
-27.41,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
7.825,Phenix AutoBuild→Buccaneer,Completeness,JCSG median,JCSG data sets
22.01,Phenix AutoBuild→Buccaneer,Completeness,JCSG,JCSG data sets
